date,position
2018-01-12,-1.0
2018-01-16,-1.0
2018-01-17,0.9209302325581395
2018-01-18,0.9103448275862069
2018-01-19,0.9317647058823529
2018-01-22,0.6988235294117647
2018-01-23,0.9317647058823529
2018-01-24,0.9428571428571428
2018-01-25,0.9103448275862069
2018-01-26,0.9103448275862069
2018-01-29,0.8979591836734694
2018-01-30,0.8898876404494382
2018-01-31,0.8898876404494382
2018-02-01,0.9
2018-02-02,0.8898876404494382
2018-02-05,0.8780487804878049
2018-02-06,0.88
2018-02-07,0.88
2018-02-08,0.9209302325581395
2018-02-09,0.675
2018-02-12,0.6827586206896552
2018-02-13,0.9317647058823529
2018-02-14,0.6988235294117647
2018-02-15,0.6988235294117647
2018-02-16,0.6988235294117647
2018-02-20,0.9295774647887324
2018-02-21,0.8780487804878049
2018-02-22,1.0153846153846153
2018-02-23,0.7815789473684209
2018-02-26,0.792
2018-02-27,1.056
2018-02-28,1.053191489361702
2018-03-01,1.0421052631578946
2018-03-02,1.056
2018-03-05,0.7815789473684209
2018-03-06,1.056
2018-03-07,1.053191489361702
2018-03-08,1.0421052631578946
2018-03-09,-1.0
2018-03-12,1.0503978779840848
2018-03-13,1.056
2018-03-14,1.0421052631578946
2018-03-15,1.0476190476190477
2018-03-16,1.0421052631578946
2018-03-19,1.0421052631578946
2018-03-20,1.056
2018-03-21,1.056
2018-03-22,1.056
2018-03-26,1.053191489361702
2018-03-27,1.056
2018-03-28,1.056
2018-03-29,0.7898936170212765
2018-04-02,1.056
2018-04-03,1.056
2018-04-04,0.7898936170212765
2018-04-05,0.7898936170212765
2018-04-06,1.053191489361702
2018-04-09,1.0503978779840848
2018-04-10,0.7857142857142858
2018-04-11,1.053191489361702
2018-04-12,0.7898936170212765
2018-04-13,1.0503978779840848
2018-04-16,1.056
2018-04-17,0.7877984084880636
2018-04-18,0.7898936170212765
2018-04-19,1.053191489361702
2018-04-20,1.0448548812664908
2018-04-23,1.056
2018-04-24,1.056
2018-04-25,1.056
2018-04-26,0.7898936170212765
2018-04-27,1.0503978779840848
2018-04-30,1.056
2018-05-01,1.056
2018-05-02,1.056
2018-05-03,1.053191489361702
2018-05-04,0.7898936170212765
2018-05-07,0.792
2018-05-08,1.053191489361702
2018-05-09,0.792
2018-05-10,0.792
2018-05-11,0.792
2018-05-14,1.056
2018-05-15,1.056
2018-05-16,0.792
2018-05-17,1.056
2018-05-18,1.056
2018-05-21,0.7877984084880636
2018-05-22,1.056
2018-05-23,1.056
2018-05-24,1.0259067357512954
2018-05-25,1.0393700787401574
2018-05-29,1.0421052631578946
2018-05-30,0.7754569190600522
2018-05-31,1.056
2018-06-01,0.7898936170212765
2018-06-04,0.7898936170212765
2018-06-05,1.0448548812664908
2018-06-06,0.792
2018-06-07,1.0421052631578946
2018-06-08,1.053191489361702
2018-06-11,1.056
2018-06-12,1.053191489361702
2018-06-13,1.053191489361702
2018-06-14,1.056
2018-06-15,1.053191489361702
2018-06-18,1.056
2018-06-19,1.053191489361702
2018-06-20,1.056
2018-06-21,1.053191489361702
2018-06-22,1.0476190476190477
2018-06-25,1.056
2018-06-26,1.0448548812664908
2018-06-27,1.056
2018-06-28,0.7877984084880636
2018-06-29,1.053191489361702
2018-07-02,1.053191489361702
2018-07-03,1.056
2018-07-05,0.7694300518134716
2018-07-06,1.053191489361702
2018-07-09,0.7836411609498681
2018-07-10,1.056
2018-07-11,1.0503978779840848
2018-07-12,1.0259067357512954
2018-07-13,1.053191489361702
2018-07-16,1.056
2018-07-17,1.0076335877862594
2018-07-18,1.0153846153846153
2018-07-19,1.056
2018-07-20,1.053191489361702
2018-07-23,1.056
2018-07-24,1.0127877237851663
2018-07-25,0.7857142857142858
2018-07-26,1.053191489361702
2018-07-27,1.010204081632653
2018-07-30,0.7877984084880636
2018-07-31,0.7595907928388748
2018-08-01,1.056
2018-08-02,1.0127877237851663
2018-08-03,1.056
2018-08-06,1.036649214659686
2018-08-07,1.056
2018-08-08,1.0285714285714285
2018-08-09,1.056
2018-08-10,1.0285714285714285
2018-08-13,1.053191489361702
2018-08-14,1.0421052631578946
2018-08-15,1.056
2018-08-16,0.9496402877697842
2018-08-17,1.0206185567010309
2018-08-20,1.0259067357512954
2018-08-21,0.7714285714285714
2018-08-22,1.0259067357512954
2018-08-23,1.0393700787401574
2018-08-24,1.0259067357512954
2018-08-27,0.7795275590551181
2018-08-28,1.056
2018-08-29,1.0127877237851663
2018-08-30,1.0285714285714285
2018-08-31,0.9777777777777777
2018-09-04,0.9777777777777777
2018-09-05,0.9753694581280788
2018-09-06,1.0
2018-09-07,0.7333333333333333
2018-09-10,0.9777777777777777
2018-09-11,0.9777777777777777
2018-09-12,0.99
2018-09-13,0.7424999999999999
2018-09-14,0.7424999999999999
2018-09-17,-1.0
2018-09-18,0.740648379052369
2018-09-19,0.7333333333333333
2018-09-20,0.75
2018-09-21,-1.0
2018-09-24,0.99
2018-09-25,0.99
2018-09-26,0.9658536585365853
2018-09-27,0.9777777777777777
2018-09-28,0.9542168674698795
2018-10-01,0.9658536585365853
2018-10-02,0.9875311720698254
2018-10-03,0.9875311720698254
2018-10-04,-1.0
2018-10-05,1.0025316455696203
2018-10-08,0.9519230769230769
2018-10-09,1.0025316455696203
2018-10-10,1.0
2018-10-11,0.9875311720698254
2018-10-12,0.99
2018-10-15,0.99
2018-10-16,-1.0
2018-10-17,0.7156626506024096
2018-10-18,0.99
2018-10-19,0.99
2018-10-22,1.0025316455696203
2018-10-23,0.99
2018-10-24,0.99
2018-10-25,0.9850746268656716
2018-10-26,1.0153846153846153
2018-10-29,1.0025316455696203
2018-10-30,0.7333333333333333
2018-10-31,0.7518987341772152
2018-11-01,1.0153846153846153
2018-11-02,1.0025316455696203
2018-11-05,1.0025316455696203
2018-11-06,-1.0
2018-11-07,0.7315270935960592
2018-11-08,1.0025316455696203
2018-11-09,0.9875311720698254
2018-11-12,0.9777777777777777
2018-11-13,0.9753694581280788
2018-11-14,0.9777777777777777
2018-11-15,0.9753694581280788
2018-11-16,0.9777777777777777
2018-11-19,1.0
2018-11-20,0.99
2018-11-21,1.0025316455696203
2018-11-23,0.972972972972973
2018-11-26,1.0
2018-11-27,1.0
2018-11-28,0.7424999999999999
2018-11-29,0.99
2018-11-30,1.0025316455696203
2018-12-03,1.0127877237851663
2018-12-04,0.99
2018-12-06,1.0127877237851663
2018-12-07,0.99
2018-12-10,1.0153846153846153
2018-12-11,1.0025316455696203
2018-12-12,0.7615384615384615
2018-12-13,0.99
2018-12-14,1.0025316455696203
2018-12-17,0.9875311720698254
2018-12-18,0.99
2018-12-19,0.99
2018-12-20,1.010204081632653
2018-12-21,1.0
2018-12-24,1.0025316455696203
2018-12-26,0.7424999999999999
2018-12-27,1.0153846153846153
2018-12-28,0.99
2018-12-31,0.99
2019-01-02,0.99
2019-01-03,1.0025316455696203
2019-01-04,0.75
2019-01-07,0.7424999999999999
2019-01-08,1.0153846153846153
2019-01-09,1.0025316455696203
2019-01-10,0.99
2019-01-11,0.99
2019-01-14,0.99
2019-01-15,0.99
2019-01-16,0.7424999999999999
2019-01-17,0.9875311720698254
2019-01-18,0.7518987341772152
2019-01-22,0.9875311720698254
2019-01-23,1.0127877237851663
2019-01-24,0.99
2019-01-25,0.7518987341772152
2019-01-28,0.9875311720698254
2019-01-29,0.99
2019-01-30,0.740648379052369
2019-01-31,0.7518987341772152
2019-02-01,0.7615384615384615
2019-02-04,1.0127877237851663
2019-02-05,1.0127877237851663
2019-02-06,0.7615384615384615
2019-02-07,0.9875311720698254
2019-02-08,0.9875311720698254
2019-02-11,0.7615384615384615
2019-02-12,0.7714285714285714
2019-02-13,0.7595907928388748
2019-02-14,-1.0
2019-02-15,0.7615384615384615
2019-02-19,1.0153846153846153
2019-02-20,1.0153846153846153
2019-02-21,1.0153846153846153
2019-02-22,0.7615384615384615
2019-02-25,1.0153846153846153
2019-02-26,0.7615384615384615
2019-02-27,-1.0
2019-02-28,1.0127877237851663
2019-03-01,1.0153846153846153
2019-03-04,1.0153846153846153
2019-03-05,1.0025316455696203
2019-03-06,1.0025316455696203
2019-03-07,1.0025316455696203
2019-03-08,0.9826302729528535
2019-03-11,0.9875311720698254
2019-03-12,0.9826302729528535
2019-03-13,0.740648379052369
2019-03-14,0.9875311720698254
2019-03-15,0.99
2019-03-18,0.7424999999999999
2019-03-19,0.99
2019-03-20,0.9777777777777777
2019-03-21,0.9777777777777777
2019-03-22,0.9777777777777777
2019-03-25,0.9777777777777777
2019-03-26,0.9777777777777777
2019-03-27,-1.0
2019-03-28,-1.0
2019-03-29,0.9658536585365853
2019-04-01,0.7226277372262774
2019-04-02,0.9428571428571428
2019-04-03,0.9777777777777777
2019-04-04,0.9635036496350365
2019-04-05,0.9635036496350365
2019-04-08,0.9519230769230769
2019-04-09,0.9542168674698795
2019-04-10,0.9542168674698795
2019-04-11,0.9542168674698795
2019-04-12,0.9542168674698795
2019-04-15,0.9383886255924171
2019-04-16,0.9496402877697842
2019-04-17,0.9542168674698795
2019-04-18,0.9542168674698795
2019-04-22,0.9542168674698795
2019-04-23,0.9542168674698795
2019-04-24,0.9542168674698795
2019-04-25,0.9519230769230769
2019-04-26,0.9542168674698795
2019-04-29,0.9542168674698795
2019-04-30,0.9428571428571428
2019-05-01,0.9
2019-05-02,0.88
2019-05-03,0.8703296703296703
2019-05-06,0.8608695652173913
2019-05-07,0.6827586206896552
2019-05-08,0.9103448275862069
2019-05-09,0.6674157303370787
2019-05-10,0.6674157303370787
2019-05-13,-1.0
2019-05-14,0.6456521739130435
2019-05-15,0.8336842105263158
2019-05-16,0.8608695652173913
2019-05-17,0.825
2019-05-20,-1.0
2019-05-21,0.8425531914893617
2019-05-22,0.792
2019-05-23,-1.0
2019-05-24,0.8703296703296703
2019-05-28,-1.0
2019-05-29,-1.0
2019-05-30,0.88
2019-05-31,-1.0
2019-06-03,0.8232848232848233
2019-06-04,0.6890951276102089
2019-06-05,0.8898876404494382
2019-06-06,0.8703296703296703
2019-06-07,0.8319327731092437
2019-06-10,0.868421052631579
2019-06-11,0.8898876404494382
2019-06-12,0.9658536585365853
2019-06-13,0.9542168674698795
2019-06-14,0.908256880733945
2019-06-17,0.9406175771971497
2019-06-18,0.9209302325581395
2019-06-19,0.9209302325581395
2019-06-20,0.9428571428571428
2019-06-21,0.9542168674698795
2019-06-24,0.9209302325581395
2019-06-25,0.9542168674698795
2019-06-26,0.9658536585365853
2019-06-27,-1.0
2019-06-28,0.9635036496350365
2019-07-01,0.9406175771971497
2019-07-02,0.8898876404494382
2019-07-03,0.88
2019-07-05,0.9
2019-07-08,0.9187935034802784
2019-07-09,-1.0
2019-07-10,0.9317647058823529
2019-07-11,0.9428571428571428
2019-07-12,0.908256880733945
2019-07-15,0.88
2019-07-16,0.8703296703296703
2019-07-17,0.908256880733945
2019-07-18,-1.0
2019-07-19,0.9187935034802784
2019-07-22,0.9103448275862069
2019-07-23,0.8590021691973969
2019-07-24,0.8703296703296703
2019-07-25,0.9542168674698795
2019-07-26,0.88
2019-07-29,0.8703296703296703
2019-07-30,-1.0
2019-07-31,0.8516129032258064
2019-08-01,0.66
2019-08-02,-1.0
2019-08-05,0.8878923766816144
2019-08-06,-1.0
2019-08-07,0.6890951276102089
2019-08-08,0.8703296703296703
2019-08-09,0.675
2019-08-12,-1.0
2019-08-13,0.8608695652173913
2019-08-14,0.8608695652173913
2019-08-15,-1.0
2019-08-16,0.8425531914893617
2019-08-19,0.8898876404494382
2019-08-20,0.8898876404494382
2019-08-21,0.8898876404494382
2019-08-22,0.88
2019-08-23,0.9
2019-08-26,0.9103448275862069
2019-08-27,0.8898876404494382
2019-08-28,0.9
2019-08-29,0.9103448275862069
2019-08-30,0.9103448275862069
2019-09-03,0.6906976744186046
2019-09-04,0.9103448275862069
